,BE_NL_ratio,AT_NL_ratio,DE_NL_ratio,FR_NL_ratio,CZ_NL_ratio,UK_NL_ratio,AT_BE_ratio,DE_BE_ratio,FR_BE_ratio,CZ_BE_ratio,UK_BE_ratio,DE_AT_ratio,FR_AT_ratio,CZ_AT_ratio,UK_AT_ratio,FR_DE_ratio,CZ_DE_ratio,UK_DE_ratio,CZ_FR_ratio,UK_FR_ratio,UK_CZ_ratio
0,0.824288931990462,0.3287250364073676,-0.006238289386771349,0.09870333003540985,0.4352416175422427,0.021478111347185004,0.6607800645805014,0.5596498484939081,0.4558155646025477,0.8682792821474039,0.13166563491439348,0.6813630800472614,0.517740120942583,0.7613996494046115,0.14389019632873673,0.6578380901893578,0.8968462893702941,0.20504331750433116,0.6376629205580033,0.42188742026837817,0.19214367748087846
1,0.876824872308895,-0.04603916328006393,-0.1526936272163774,-0.03936347666182972,0.4529608246983493,-0.04079894009603583,0.2905477429419914,0.33945628759134927,0.19983277457761703,0.8255318487306744,0.11844590600648043,0.7135906962814809,0.2913936440194385,0.603336325070399,0.2409703003974761,0.4985033119443745,0.8107720190265558,0.32943441701006826,0.421215950191031,0.6230283070514959,0.2701071458207243
2,0.7317790179470435,0.016709359322372854,0.021438385545730385,0.039925567449582505,0.3506952146780252,-0.2871615363022489,0.5834262104846403,0.695882767634933,0.5805856632507095,0.8946941593364803,0.1361664684771021,0.841775409899535,0.7830861948017132,0.7924367569553956,0.49449763466140617,0.8135087202525689,0.9432370590881839,0.5103843079773281,0.7734463071714921,0.705738563228396,0.37868392432802445
3,0.8193396772870782,0.06267738645793507,0.09722703052375238,-0.032606619535387994,0.47682546757275723,-0.09070523385119547,0.40181333085956256,0.6490627100395087,0.36018640051823053,0.8944323631183642,0.02052880347582476,0.5974625261244543,0.2741255662070297,0.5611496929109796,0.12370128254137254,0.6880078629203725,0.9205813470090927,0.15768871206126503,0.585215314715476,0.45825562078326604,0.10293297071227064
4,0.7978432351883656,-0.09448594816896246,0.01604492722738647,-0.1904941500779168,0.4149571326245914,0.13681914212324844,0.3201339139968023,0.6142979479272259,0.28227443557400406,0.8793731873610344,0.3756559081707487,0.6586590286658932,0.6335804218032236,0.5596293672051494,0.15590355808560408,0.7183119039067676,0.9157298753378932,0.45120497101211005,0.5771130129651167,0.49709126173830387,0.46187199627816516
5,0.8492303295230773,-0.2200050571754222,-0.1836756179486423,-0.04356940959244204,0.37612956998216995,-0.1584427295981146,0.1861068119564776,0.3613309239759598,0.3577879565125518,0.8083781085276538,0.1799152995455828,0.7326672490926148,0.5852553857656857,0.5714067733314062,0.5395114758103949,0.7561629849338463,0.8407083562544191,0.6302746978325848,0.682212797409041,0.7735372957852068,0.4989606623903247
6,0.8641073154427703,0.1260578171956553,0.14757250094688198,0.294073432199271,0.5578862527697996,0.18763153739158933,0.4367347093410323,0.624221147007012,0.5912293796166043,0.8996138725823387,0.3346180958117445,0.6659681742907678,0.5006623880211759,0.6122762164568306,0.2481267281885063,0.7057539132859568,0.9025562406726726,0.3708119879750308,0.7202004340702471,0.6600090766851262,0.3907218749990078
7,0.8297714035221925,0.0037317252760763952,-0.010915370859897109,0.07001149853267727,0.441841045650788,0.28011010506162404,0.387574078221813,0.5476013441271111,0.4399366069438936,0.8670763673273771,0.41691576937988345,0.6918911303453079,0.38495045066348876,0.6211910130602382,0.09543581835938751,0.6998891447972335,0.8914488399093548,0.3399608348827255,0.6512855165989843,0.6691270253187674,0.42517653949765594
8,0.7871987042963668,-0.2926345844438075,-0.3150777915487097,-0.25156095368097336,0.19949985692623337,-0.1747846081504518,0.23366420331204296,0.33508092672454476,0.2868197763565426,0.7609478154056424,-0.05004726145549446,0.8088557826078204,0.6585450800403854,0.6807076614848141,0.101729372868091,0.8324811503345291,0.8659724001331743,0.16454943829506039,0.7239896295517517,0.36392921339689427,0.0933482249846356
9,0.8623134196693364,-0.4532245193717833,-0.3453925616644715,-0.24525531293339614,0.3143672047523029,-0.1860219266445518,-0.04695809337114958,0.1752254238896796,0.05797846612802401,0.7514003711813537,0.0020011599698352366,0.7957531399429105,0.581586027506882,0.5036986015429414,0.41792748355622467,0.6026586383733084,0.7809467334026144,0.37094268047901147,0.4365300709161502,0.6906898349771904,0.2487562931560851
